company,H1,H2,H3,H4,H5,2023,2022,2021,2020,2019
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,0.04,0.04,0.04,0.04,0.04
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,,,,,
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Bilanzdaten,Bilanzsumme,Fremdkapital,,,1513.07,1362.56,1182.78,1000.2,823.26
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,6.26,5.94,8.14,8.13,5.34
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,1506.81,1356.61,1174.64,992.07,817.92
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamterträge,,,,119.02,106.51,131.01,110.71,102.69
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamterträge,Umsatzerlöse,,,25.54,19.57,22.07,15.31,15.94
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamterträge,Übrige Erträge,,,93.47,86.95,108.93,95.4,86.75
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamtaufwendungen,,,,119.01,106.51,131.0,110.7,102.68
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,49.47,48.52,45.6,43.53,38.47
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,2.26,2.27,2.01,2.16,1.64
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.02,0.07,0.16,0.16,0.25
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,67.26,55.65,83.24,64.86,62.33
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,EBITDA,,,,2.28,2.47,2.31,2.48,2.05
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,EBT,,,,0.13,0.14,0.16,0.17,0.17
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Jahresergebnis,,,,0.01,0.01,0.01,0.01,0.01
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,GuV-Daten,Gewinnabführung,,,,,,,,
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Beschäftigte,Beschäftigte,,,,501.0,484.0,495.0,477.0,421.0
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Beschäftigte,Beschäftigte,davon Auszubildende,,,,,,,
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Zuführungen,,,,,,,,
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Investitionen,,,,1.61,1.12,3.15,2.66,2.52
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Investitionsquote (%),,,,37.6,22.5,50.2,50.9,52.4
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,50.98,40.43,44.6,32.11,37.87
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Eigenkapitalquote (%),,,,0.0,0.0,0.0,0.0,0.0
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,80.9,88.0,105.5,119.8,123.8
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Umsatzrentabilität (%),,,,0.5,0.7,0.7,1.1,1.1
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Zinslastquote (%),,,,0.1,0.3,0.7,1.0,1.6
DEGES Deutsche Einheit Fernstraßenplanungs- und -bau GmbH Berlin,Allgemeine Daten,Personalkostenquote (%),,,,193.7,248.0,206.6,284.3,241.3
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,,,,5935.93,5683.71,4844.74,4439.42,3816.98
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,5628.78,5418.45,4546.54,4162.49,3551.15
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,5523.58,5281.44,4455.7,4063.4,3459.79
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,61.46,61.42,60.77,64.49,90.27
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,306.5,265.06,297.75,276.28,263.61
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Eigenkapital,,,1704.83,1623.3,1514.33,1383.51,1246.37
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,1498.36,1417.29,1308.49,1177.75,1043.64
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,12.76,13.23,13.7,14.22,14.44
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Fremdkapital,,,4130.62,3970.37,3259.01,2988.39,2512.08
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,42.43,42.9,36.57,42.92,59.76
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,4088.2,3927.46,3222.44,2945.47,2452.32
degewo Aktiengesellschaft,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,3773.15,3620.95,2925.02,2713.15,2210.54
degewo Aktiengesellschaft,GuV-Daten,Gesamterträge,,,,675.01,621.35,569.91,537.18,512.11
degewo Aktiengesellschaft,GuV-Daten,Gesamterträge,Umsatzerlöse,,,620.74,576.3,531.21,507.03,485.46
degewo Aktiengesellschaft,GuV-Daten,Gesamterträge,Übrige Erträge,,,54.26,45.04,38.7,30.15,26.65
degewo Aktiengesellschaft,GuV-Daten,Gesamtaufwendungen,,,,593.26,512.37,471.96,443.07,452.56
degewo Aktiengesellschaft,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,81.01,76.24,71.88,66.65,61.82
degewo Aktiengesellschaft,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,119.53,105.91,120.07,92.32,83.58
degewo Aktiengesellschaft,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,54.42,41.66,33.63,33.12,36.32
degewo Aktiengesellschaft,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,338.31,288.56,246.39,250.99,270.84
degewo Aktiengesellschaft,GuV-Daten,EBITDA,,,,261.55,263.7,257.37,230.24,212.39
degewo Aktiengesellschaft,GuV-Daten,EBT,,,,89.35,116.9,104.15,104.96,93.26
degewo Aktiengesellschaft,GuV-Daten,Jahresergebnis,,,,81.74,108.98,97.95,94.1,59.55
degewo Aktiengesellschaft,GuV-Daten,Gewinnabführung,,,,,,,,
degewo Aktiengesellschaft,Beschäftigte,Beschäftigte,,,,1428.0,1390.0,1348.0,1304.0,1253.0
degewo Aktiengesellschaft,Beschäftigte,Beschäftigte,davon Auszubildende,,,57.0,60.0,60.0,59.0,57.0
degewo Aktiengesellschaft,Allgemeine Daten,Zuführungen,,,,6.53,2.94,2.61,3.23,3.49
degewo Aktiengesellschaft,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,6.53,2.94,2.61,3.23,3.49
degewo Aktiengesellschaft,Allgemeine Daten,Investitionen,,,,378.72,1011.29,487.22,713.14,357.14
degewo Aktiengesellschaft,Allgemeine Daten,Investitionsquote (%),,,,6.8,18.9,10.9,17.4,10.3
degewo Aktiengesellschaft,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,434.69,414.61,394.07,388.83,387.44
degewo Aktiengesellschaft,Allgemeine Daten,Eigenkapitalquote (%),,,,28.7,28.6,31.3,31.2,32.7
degewo Aktiengesellschaft,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,5.2,7.2,6.9,7.6,7.5
degewo Aktiengesellschaft,Allgemeine Daten,Umsatzrentabilität (%),,,,14.4,20.3,19.6,20.7,19.2
degewo Aktiengesellschaft,Allgemeine Daten,Zinslastquote (%),,,,8.8,7.2,6.3,6.5,7.5
degewo Aktiengesellschaft,Allgemeine Daten,Personalkostenquote (%),,,,13.0,13.2,13.5,13.1,12.7
degewo Aktiengesellschaft,Spezifische Daten,verwaltete Wohnungen (Anz.),,,,86581.0,85675.0,82242.0,80286.0,76943.0
degewo Aktiengesellschaft,Spezifische Daten,verwaltete Wohnungen (Anz.),Eigenbestand  Wohnungen (Anz.),,,78318.0,77247.0,73915.0,71870.0,69132.0
degewo Aktiengesellschaft,Spezifische Daten,durchschn. Miete /m2 (€),,,,6.55,6.48,6.33,6.33,6.26
degewo Aktiengesellschaft,Spezifische Daten,durchschn. Betriebskosten /m2 (€),,,,2.84,2.71,2.66,2.68,2.61
degewo Aktiengesellschaft,Spezifische Daten,Leerstandsquote (%),,,,1.9,1.9,2.3,2.1,1.9
degewo Aktiengesellschaft,Spezifische Daten,Instandhaltungskosten zzgl. akt. Inst.Aufwendungen (€/m2),,,,26.4,20.22,23.63,24.81,22.73
degewo Aktiengesellschaft,Spezifische Daten,Wohnungen fertiggest. (Anz.),,,,731.0,1129.0,653.0,1160.0,932.0
degewo Aktiengesellschaft,Spezifische Daten,Wohnungen angekauft (Anz.),,,,329.0,2189.0,1429.0,1756.0,615.0
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,,,,4.85,3.36,2.53,2.28,2.23
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Anlagevermögen,,,2.85,1.74,0.6,0.4,0.39
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,2.82,1.7,0.59,0.38,0.37
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,,,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,1.99,1.63,1.93,1.88,1.83
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Eigenkapital,,,0.03,0.03,0.02,0.0,0.0
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,,,,,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,2.85,1.74,0.6,0.4,0.39
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Fremdkapital,,,1.9,1.52,1.83,1.78,1.73
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,0.21,0.19,0.14,0.13,0.11
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,1.69,1.33,1.69,1.65,1.62
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamterträge,,,,8.85,7.63,7.55,6.81,7.31
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamterträge,Umsatzerlöse,,,8.05,7.61,7.07,6.53,6.75
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamterträge,Übrige Erträge,,,0.8,0.02,0.48,0.28,0.57
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamtaufwendungen,,,,8.85,7.63,7.55,6.81,7.34
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,3.28,3.62,3.33,3.35,3.4
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,0.56,0.28,0.15,0.15,0.16
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,,,,,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,5.01,3.73,4.06,3.32,3.78
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,EBITDA,,,,0.55,0.28,0.15,0.15,0.14
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,EBT,,,,0.0,0.0,0.0,0.0,-0.02
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Jahresergebnis,,,,0.0,0.0,0.0,0.0,-0.03
"Deutsche Film- und Fernsehakademie Berlin, GmbH",GuV-Daten,Gewinnabführung,,,,,,,,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Beschäftigte,Beschäftigte,,,,69.0,60.0,70.0,59.0,55.0
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Beschäftigte,Beschäftigte,davon Auszubildende,,,,,,,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Zuführungen,,,,8.64,7.24,5.48,5.38,5.17
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,8.64,7.24,5.48,5.38,5.17
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Investitionen,,,,1.67,1.42,0.36,0.16,0.07
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Investitionsquote (%),,,,58.6,81.6,59.4,40.3,17.6
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,116.66,126.83,101.03,110.67,122.64
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Eigenkapitalquote (%),,,,0.5,0.8,1.0,0.0,0.0
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Eigenkapitalrentabilität (%),,,,5.9,14.4,1.4,229.8,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Umsatzrentabilität (%),,,,0.0,0.1,0.0,0.0,-0.3
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Zinslastquote (%),,,,,,,,
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Allgemeine Daten,Personalkostenquote (%),,,,40.8,47.6,47.2,51.3,50.4
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Spezifische Daten,Student/innen (Anz.),,,,253.0,243.0,243.0,239.0,241.0
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Spezifische Daten,Neuaufnahme Student/innen (Anz.),,,,31.0,29.0,32.0,0.0,32.0
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Spezifische Daten,Abschlussfilmer/innen (Anz.),,,,88.0,82.0,83.0,79.0,135.0
"Deutsche Film- und Fernsehakademie Berlin, GmbH",Spezifische Daten,Studienabbrüche (Anz.),,,,1.0,2.0,2.0,2.0,0.0
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,,,,100.6,91.73,92.31,89.25,79.54
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,59.9,62.28,4.72,5.09,6.0
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,1.33,1.87,2.58,3.51,4.14
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,56.67,58.78,0.25,0.25,0.25
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,39.17,27.73,86.27,82.83,72.3
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Eigenkapital,,,46.52,40.63,40.68,42.24,39.08
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,35.29,26.94,26.62,25.27,23.15
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,,,,,
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,,,48.38,46.04,46.62,41.61,35.35
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,5.1,4.68,4.63,4.99,4.66
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,43.28,41.37,42.0,36.62,30.69
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,,,,272.83,262.4,257.7,258.69,236.88
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Umsatzerlöse,,,271.35,261.36,256.85,257.91,235.77
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Übrige Erträge,,,1.48,1.05,0.85,0.78,1.11
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,,,,263.48,258.61,252.52,249.82,231.26
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,12.3,12.35,11.09,11.02,10.77
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,1.69,3.88,2.67,1.65,1.67
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,,,0.0,0.01,0.01
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,249.49,242.38,238.75,237.14,218.81
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,EBITDA,,,,10.39,7.18,7.41,10.13,6.92
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,EBT,,,,9.39,3.84,5.24,8.92,5.67
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Jahresergebnis,,,,9.35,3.79,5.19,8.87,5.62
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,GuV-Daten,Gewinnabführung,,,,1.0,3.46,3.84,6.75,5.71
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,,,,161.0,160.0,162.0,162.0,161.0
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,davon Auszubildende,,,8.0,8.0,10.0,10.0,10.0
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,,,,,,,,
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionen,,,,1.42,0.74,1.29,0.67,0.99
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionsquote (%),,,,43.9,21.2,28.7,13.8,17.2
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,1685.43,1633.48,1585.51,1592.03,1464.38
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalquote (%),,,,46.2,44.3,44.1,47.3,49.1
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,20.2,9.4,12.9,21.1,14.5
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatzrentabilität (%),,,,3.5,1.5,2.0,3.5,2.4
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Zinslastquote (%),,,,,,0.0,0.0,0.0
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Allgemeine Daten,Personalkostenquote (%),,,,4.5,4.7,4.3,4.3,4.6
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Spezifische Daten,Zweckabgabe nach § 6 DKLB-Gesetz (Mio. €),,,,60.1,59.1,58.3,58.42,53.35
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Spezifische Daten,durchschnittlicher Wochenumsatz je Annahmestelle (€),,,,5157.0,5311.0,5514.0,5547.0,5415.0
Deutsche Klassenlotterie Berlin rechtsfähige Anstalt des öffentlichen Rechts,Spezifische Daten,wöchentliche Pro-Kopf-Ausgaben für Glücksspiel der DKLB in Berlin (€),,,,1.55,1.55,1.53,1.5,1.41
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,,,,6.94,7.99,9.95,16.31,14.58
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,0.19,0.18,0.3,0.41,0.61
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,0.19,0.18,0.26,0.31,0.43
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,,,,,
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,6.22,7.22,9.21,15.47,13.31
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,,,0.1,0.15,0.15,0.16,0.22
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,0.12,0.12,0.12,0.13,0.2
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,0.19,0.18,0.3,0.41,0.61
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,,,6.65,7.66,9.48,15.7,13.74
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,2.65,3.63,3.74,3.5,2.99
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,4.0,4.03,5.74,12.2,10.75
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamterträge,,,,19.65,19.31,18.36,18.28,18.93
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamterträge,Umsatzerlöse,,,,,,,
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamterträge,Übrige Erträge,,,19.65,19.31,18.36,18.28,18.93
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamtaufwendungen,,,,19.69,19.31,18.37,18.34,19.23
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,14.69,13.88,13.54,14.07,14.13
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,0.08,0.14,0.21,0.24,0.22
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.0,0.0,0.01,0.01,
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,4.92,5.3,4.61,4.03,4.88
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,EBITDA,,,,0.04,0.14,0.21,0.18,-0.08
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,EBT,,,,-0.05,0.0,-0.01,-0.06,-0.31
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Jahresergebnis,,,,-0.05,0.0,-0.01,-0.06,-0.31
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,GuV-Daten,Gewinnabführung,,,,,,,,
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Beschäftigte,Beschäftigte,,,,244.0,244.0,244.0,263.0,278.0
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,,1.0,1.0,,
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Allgemeine Daten,Zuführungen,,,,17.31,19.39,25.23,15.54,15.95
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,0.16,0.13,0.12,0.12,0.3
Deutsches Zentrum für Hochschul- und Wissenschaftsforschung GmbH,Allgemeine Daten,Investitionen,,,,0.09,0.01,0.1,0.04,0.29
